alpha3_code,date,name
CCK,2022-01-01,New Year's Day
CCK,2022-01-03,New Year's Day (observed)
CCK,2022-01-26,Australia Day
CCK,2022-04-06,Act of Self Determination Day
CCK,2022-04-15,Good Friday
CCK,2022-04-18,Easter Monday
CCK,2022-04-25,ANZAC Day
CCK,2022-05-03,Eid al-Fitr
CCK,2022-06-06,Queen's Birthday
CCK,2022-07-09,Eid al-Adha
CCK,2022-07-11,Eid al-Adha (observed)
CCK,2022-09-22,National Day of Mourning for Queen Elizabeth II
CCK,2022-10-08,Prophet's Birthday
CCK,2022-10-10,Prophet's Birthday (observed)
CCK,2022-12-25,Christmas Day
CCK,2022-12-26,Boxing Day; Christmas Day (observed)
CCK,2022-12-27,Boxing Day (observed)
CCK,2023-01-01,New Year's Day
CCK,2023-01-02,New Year's Day (observed)
CCK,2023-01-26,Australia Day
CCK,2023-04-06,Act of Self Determination Day
CCK,2023-04-07,Good Friday
CCK,2023-04-10,Easter Monday
CCK,2023-04-21,Eid al-Fitr
CCK,2023-04-25,ANZAC Day
CCK,2023-06-06,King's Birthday
CCK,2023-06-28,Eid al-Adha
CCK,2023-09-27,Prophet's Birthday
CCK,2023-12-25,Christmas Day
CCK,2023-12-26,Boxing Day
CCK,2024-01-01,New Year's Day
CCK,2024-01-26,Australia Day
CCK,2024-03-29,Good Friday
CCK,2024-04-01,Easter Monday
CCK,2024-04-06,Act of Self Determination Day
CCK,2024-04-08,Act of Self Determination Day (observed)
CCK,2024-04-10,Eid al-Fitr
CCK,2024-04-25,ANZAC Day
CCK,2024-06-06,King's Birthday
CCK,2024-06-17,Eid al-Adha
CCK,2024-09-16,Prophet's Birthday
CCK,2024-12-25,Christmas Day
CCK,2024-12-26,Boxing Day
CCK,2025-01-01,New Year's Day
CCK,2025-01-26,Australia Day
CCK,2025-01-27,Australia Day (observed)
CCK,2025-03-31,Eid al-Fitr
CCK,2025-04-06,Act of Self Determination Day
CCK,2025-04-07,Act of Self Determination Day (observed)
CCK,2025-04-18,Good Friday
CCK,2025-04-21,Easter Monday
CCK,2025-04-25,ANZAC Day
CCK,2025-06-06,Eid al-Adha (observed)
CCK,2025-06-07,Eid al-Adha
CCK,2025-06-09,King's Birthday
CCK,2025-09-05,Prophet's Birthday
CCK,2025-12-25,Christmas Day
CCK,2025-12-26,Boxing Day
CCK,2026-01-01,New Year's Day
CCK,2026-01-26,Australia Day
CCK,2026-03-20,Eid al-Fitr (estimated)
CCK,2026-04-03,Good Friday
CCK,2026-04-06,Act of Self Determination Day; Easter Monday
CCK,2026-04-25,ANZAC Day
CCK,2026-04-27,ANZAC Day (observed)
CCK,2026-05-27,Eid al-Adha (estimated)
CCK,2026-06-08,King's Birthday
CCK,2026-08-25,Prophet's Birthday (estimated)
CCK,2026-12-25,Christmas Day
CCK,2026-12-26,Boxing Day
CCK,2026-12-28,Boxing Day (observed)
CHE,2015-01-01,New Year's Day
CHE,2015-05-14,Ascension Day
CHE,2015-08-01,National Day
CHE,2015-12-25,Christmas Day
CHE,2016-01-01,New Year's Day
CHE,2016-05-05,Ascension Day
CHE,2016-08-01,National Day
CHE,2016-12-25,Christmas Day
CHE,2017-01-01,New Year's Day
CHE,2017-05-25,Ascension Day
CHE,2017-08-01,National Day
CHE,2017-12-25,Christmas Day
CHE,2018-01-01,New Year's Day
CHE,2018-05-10,Ascension Day
CHE,2018-08-01,National Day
CHE,2018-12-25,Christmas Day
CHE,2019-01-01,New Year's Day
CHE,2019-05-30,Ascension Day
CHE,2019-08-01,National Day
CHE,2019-12-25,Christmas Day
CHE,2020-01-01,New Year's Day
CHE,2020-05-21,Ascension Day
CHE,2020-08-01,National Day
CHE,2020-12-25,Christmas Day
CHE,2021-01-01,New Year's Day
CHE,2021-05-13,Ascension Day
CHE,2021-08-01,National Day
CHE,2021-12-25,Christmas Day
CHE,2022-01-01,New Year's Day
CHE,2022-05-26,Ascension Day
CHE,2022-08-01,National Day
CHE,2022-12-25,Christmas Day
CHE,2023-01-01,New Year's Day
CHE,2023-05-18,Ascension Day
CHE,2023-08-01,National Day
CHE,2023-12-25,Christmas Day
CHE,2024-01-01,New Year's Day
CHE,2024-05-09,Ascension Day
CHE,2024-08-01,National Day
CHE,2024-12-25,Christmas Day
CHE,2025-01-01,New Year's Day
CHE,2025-05-29,Ascension Day
CHE,2025-08-01,National Day
CHE,2025-12-25,Christmas Day
CHE,2026-01-01,New Year's Day
CHE,2026-05-14,Ascension Day
CHE,2026-08-01,National Day
CHE,2026-12-25,Christmas Day
CHL,2015-01-01,New Year's Day
CHL,2015-04-03,Good Friday
CHL,2015-04-04,Holy Saturday
CHL,2015-05-01,Labor Day
CHL,2015-05-21,Navy Day
CHL,2015-06-29,Saint Peter and Saint Paul's Day
CHL,2015-07-16,Our Lady of Mount Carmel
CHL,2015-08-15,Assumption Day
CHL,2015-09-18,Independence Day
CHL,2015-09-19,Army Day
CHL,2015-10-12,Meeting of Two Worlds' Day
CHL,2015-10-31,Reformation Day
CHL,2015-11-01,All Saints' Day
CHL,2015-12-08,Immaculate Conception
CHL,2015-12-25,Christmas Day
CHL,2016-01-01,New Year's Day
CHL,2016-03-25,Good Friday
CHL,2016-03-26,Holy Saturday
CHL,2016-05-01,Labor Day
CHL,2016-05-21,Navy Day
CHL,2016-06-27,Saint Peter and Saint Paul's Day
CHL,2016-07-16,Our Lady of Mount Carmel
CHL,2016-08-15,Assumption Day
CHL,2016-09-18,Independence Day
CHL,2016-09-19,Army Day
CHL,2016-10-10,Meeting of Two Worlds' Day
CHL,2016-10-31,Reformation Day
CHL,2016-11-01,All Saints' Day
CHL,2016-12-08,Immaculate Conception
CHL,2016-12-25,Christmas Day
CHL,2017-01-01,New Year's Day
CHL,2017-01-02,National Holiday
CHL,2017-04-14,Good Friday
CHL,2017-04-15,Holy Saturday
CHL,2017-04-19,National Population and Housing Census
CHL,2017-05-01,Labor Day
CHL,2017-05-21,Navy Day
CHL,2017-06-26,Saint Peter and Saint Paul's Day
CHL,2017-07-16,Our Lady of Mount Carmel
CHL,2017-08-15,Assumption Day
CHL,2017-09-18,Independence Day
CHL,2017-09-19,Army Day
CHL,2017-10-09,Meeting of Two Worlds' Day
CHL,2017-10-27,Reformation Day
CHL,2017-11-01,All Saints' Day
CHL,2017-12-08,Immaculate Conception
CHL,2017-12-25,Christmas Day
CHL,2018-01-01,New Year's Day
CHL,2018-03-30,Good Friday
CHL,2018-03-31,Holy Saturday
CHL,2018-05-01,Labor Day
CHL,2018-05-21,Navy Day
CHL,2018-07-02,Saint Peter and Saint Paul's Day
CHL,2018-07-16,Our Lady of Mount Carmel
CHL,2018-08-15,Assumption Day
CHL,2018-09-17,National Holiday
CHL,2018-09-18,Independence Day
CHL,2018-09-19,Army Day
CHL,2018-10-15,Meeting of Two Worlds' Day
CHL,2018-11-01,All Saints' Day
CHL,2018-11-02,Reformation Day
CHL,2018-12-08,Immaculate Conception
CHL,2018-12-25,Christmas Day
CHL,2019-01-01,New Year's Day
CHL,2019-04-19,Good Friday
CHL,2019-04-20,Holy Saturday
CHL,2019-05-01,Labor Day
CHL,2019-05-21,Navy Day
CHL,2019-06-29,Saint Peter and Saint Paul's Day
CHL,2019-07-16,Our Lady of Mount Carmel
CHL,2019-08-15,Assumption Day
CHL,2019-09-18,Independence Day
CHL,2019-09-19,Army Day
CHL,2019-09-20,National Holiday
CHL,2019-10-12,Meeting of Two Worlds' Day
CHL,2019-10-31,Reformation Day
CHL,2019-11-01,All Saints' Day
CHL,2019-12-08,Immaculate Conception
CHL,2019-12-25,Christmas Day
CHL,2020-01-01,New Year's Day
CHL,2020-04-10,Good Friday
CHL,2020-04-11,Holy Saturday
CHL,2020-05-01,Labor Day
CHL,2020-05-21,Navy Day
CHL,2020-06-29,Saint Peter and Saint Paul's Day
CHL,2020-07-16,Our Lady of Mount Carmel
CHL,2020-08-15,Assumption Day
CHL,2020-09-18,Independence Day
CHL,2020-09-19,Army Day
CHL,2020-10-12,Meeting of Two Worlds' Day
CHL,2020-10-31,Reformation Day
CHL,2020-11-01,All Saints' Day
CHL,2020-12-08,Immaculate Conception
CHL,2020-12-25,Christmas Day
CHL,2021-01-01,New Year's Day
CHL,2021-04-02,Good Friday
CHL,2021-04-03,Holy Saturday
CHL,2021-05-01,Labor Day
CHL,2021-05-21,Navy Day
CHL,2021-06-21,National Day of Indigenous Peoples
CHL,2021-06-28,Saint Peter and Saint Paul's Day
CHL,2021-07-16,Our Lady of Mount Carmel
CHL,2021-08-15,Assumption Day
CHL,2021-09-17,National Holiday
CHL,2021-09-18,Independence Day
CHL,2021-09-19,Army Day
CHL,2021-10-11,Meeting of Two Worlds' Day
CHL,2021-10-31,Reformation Day
CHL,2021-11-01,All Saints' Day
CHL,2021-12-08,Immaculate Conception
CHL,2021-12-25,Christmas Day
CHL,2022-01-01,New Year's Day
CHL,2022-04-15,Good Friday
CHL,2022-04-16,Holy Saturday
CHL,2022-05-01,Labor Day
CHL,2022-05-21,Navy Day
CHL,2022-06-21,National Day of Indigenous Peoples
CHL,2022-06-27,Saint Peter and Saint Paul's Day
CHL,2022-07-16,Our Lady of Mount Carmel
CHL,2022-08-15,Assumption Day
CHL,2022-09-16,National Holiday
CHL,2022-09-18,Independence Day
CHL,2022-09-19,Army Day
CHL,2022-10-10,Meeting of Two Worlds' Day
CHL,2022-10-31,Reformation Day
CHL,2022-11-01,All Saints' Day
CHL,2022-12-08,Immaculate Conception
CHL,2022-12-25,Christmas Day
CHL,2023-01-01,New Year's Day
CHL,2023-01-02,National Holiday
CHL,2023-04-07,Good Friday
CHL,2023-04-08,Holy Saturday
CHL,2023-05-01,Labor Day
CHL,2023-05-21,Navy Day
CHL,2023-06-21,National Day of Indigenous Peoples
CHL,2023-06-26,Saint Peter and Saint Paul's Day
CHL,2023-07-16,Our Lady of Mount Carmel
CHL,2023-08-15,Assumption Day
CHL,2023-09-18,Independence Day
CHL,2023-09-19,Army Day
CHL,2023-10-09,Meeting of Two Worlds' Day
CHL,2023-10-27,Reformation Day
CHL,2023-11-01,All Saints' Day
CHL,2023-12-08,Immaculate Conception
CHL,2023-12-25,Christmas Day
CHL,2024-01-01,New Year's Day
CHL,2024-03-29,Good Friday
CHL,2024-03-30,Holy Saturday
CHL,2024-05-01,Labor Day
CHL,2024-05-21,Navy Day
CHL,2024-06-20,National Day of Indigenous Peoples
CHL,2024-06-29,Saint Peter and Saint Paul's Day
CHL,2024-07-16,Our Lady of Mount Carmel
CHL,2024-08-15,Assumption Day
CHL,2024-09-18,Independence Day
CHL,2024-09-19,Army Day
CHL,2024-09-20,National Holiday
CHL,2024-10-12,Meeting of Two Worlds' Day
CHL,2024-10-31,Reformation Day
CHL,2024-11-01,All Saints' Day
CHL,2024-12-08,Immaculate Conception
CHL,2024-12-25,Christmas Day
CHL,2025-01-01,New Year's Day
CHL,2025-04-18,Good Friday
CHL,2025-04-19,Holy Saturday
CHL,2025-05-01,Labor Day
CHL,2025-05-21,Navy Day
CHL,2025-06-20,National Day of Indigenous Peoples
CHL,2025-06-29,Saint Peter and Saint Paul's Day
CHL,2025-07-16,Our Lady of Mount Carmel
CHL,2025-08-15,Assumption Day
CHL,2025-09-18,Independence Day
CHL,2025-09-19,Army Day
CHL,2025-10-12,Meeting of Two Worlds' Day
CHL,2025-10-31,Reformation Day
CHL,2025-11-01,All Saints' Day
CHL,2025-12-08,Immaculate Conception
CHL,2025-12-25,Christmas Day
CHL,2026-01-01,New Year's Day
CHL,2026-04-03,Good Friday
CHL,2026-04-04,Holy Saturday
CHL,2026-05-01,Labor Day
CHL,2026-05-21,Navy Day
CHL,2026-06-21,National Day of Indigenous Peoples
CHL,2026-06-29,Saint Peter and Saint Paul's Day
CHL,2026-07-16,Our Lady of Mount Carmel
CHL,2026-08-15,Assumption Day
CHL,2026-09-18,Independence Day
CHL,2026-09-19,Army Day
CHL,2026-10-12,Meeting of Two Worlds' Day
CHL,2026-10-31,Reformation Day
CHL,2026-11-01,All Saints' Day
CHL,2026-12-08,Immaculate Conception
CHL,2026-12-25,Christmas Day
CHN,2015-01-01,New Year's Day
CHN,2015-01-02,Day off (substituted from 01/04/2015)
CHN,2015-02-18,Day off (substituted from 02/15/2015)
CHN,2015-02-19,Chinese New Year (Spring Festival)
CHN,2015-02-20,Chinese New Year (Spring Festival)
CHN,2015-02-21,Chinese New Year (Spring Festival)
CHN,2015-02-23,Chinese New Year (Spring Festival) (observed)
CHN,2015-02-24,Day off (substituted from 02/28/2015)
CHN,2015-04-05,Tomb-Sweeping Day
CHN,2015-04-06,Tomb-Sweeping Day (observed)
CHN,2015-05-01,Labor Day
CHN,2015-06-20,Dragon Boat Festival
CHN,2015-06-22,Dragon Boat Festival (observed)
CHN,2015-09-03,70th Anniversary of the Victory of the Chinese People's War of Resistance against Japanese Aggression and the World Anti-Fascist War
CHN,2015-09-04,Day off (substituted from 09/06/2015)
CHN,2015-09-27,Mid-Autumn Festival
CHN,2015-10-01,National Day
CHN,2015-10-02,National Day
CHN,2015-10-03,National Day
CHN,2015-10-05,National Day (observed)
CHN,2015-10-06,Mid-Autumn Festival (observed)
CHN,2015-10-07,Day off (substituted from 10/10/2015)
CHN,2016-01-01,New Year's Day
CHN,2016-02-08,Chinese New Year (Spring Festival)
CHN,2016-02-09,Chinese New Year (Spring Festival)
CHN,2016-02-10,Chinese New Year (Spring Festival)
CHN,2016-02-11,Day off (substituted from 02/06/2016)
CHN,2016-02-12,Day off (substituted from 02/14/2016)
CHN,2016-04-04,Tomb-Sweeping Day
CHN,2016-05-01,Labor Day
CHN,2016-05-02,Labor Day (observed)
CHN,2016-06-09,Dragon Boat Festival
CHN,2016-06-10,Day off (substituted from 06/12/2016)
CHN,2016-09-15,Mid-Autumn Festival
CHN,2016-09-16,Day off (substituted from 09/18/2016)
CHN,2016-10-01,National Day
CHN,2016-10-02,National Day
CHN,2016-10-03,National Day
CHN,2016-10-04,National Day (observed)
CHN,2016-10-05,National Day (observed)
CHN,2016-10-06,Day off (substituted from 10/08/2016)
CHN,2016-10-07,Day off (substituted from 10/09/2016)
CHN,2017-01-01,New Year's Day
CHN,2017-01-02,New Year's Day (observed)
CHN,2017-01-27,Day off (substituted from 01/22/2017)
CHN,2017-01-28,Chinese New Year (Spring Festival)
CHN,2017-01-29,Chinese New Year (Spring Festival)
CHN,2017-01-30,Chinese New Year (Spring Festival)
CHN,2017-01-31,Chinese New Year (Spring Festival) (observed)
CHN,2017-02-01,Chinese New Year (Spring Festival) (observed)
CHN,2017-02-02,Day off (substituted from 02/04/2017)
CHN,2017-04-03,Day off (substituted from 04/01/2017)
CHN,2017-04-04,Tomb-Sweeping Day
CHN,2017-05-01,Labor Day
CHN,2017-05-29,Day off (substituted from 05/27/2017)
CHN,2017-05-30,Dragon Boat Festival
CHN,2017-10-01,National Day
CHN,2017-10-02,National Day
CHN,2017-10-03,National Day
CHN,2017-10-04,Mid-Autumn Festival
CHN,2017-10-05,National Day (observed)
CHN,2017-10-06,Day off (substituted from 09/30/2017)
CHN,2018-01-01,New Year's Day
CHN,2018-02-15,Day off (substituted from 02/11/2018)
CHN,2018-02-16,Chinese New Year (Spring Festival)
CHN,2018-02-17,Chinese New Year (Spring Festival)
CHN,2018-02-18,Chinese New Year (Spring Festival)
CHN,2018-02-19,Chinese New Year (Spring Festival) (observed)
CHN,2018-02-20,Chinese New Year (Spring Festival) (observed)
CHN,2018-02-21,Day off (substituted from 02/24/2018)
CHN,2018-04-05,Tomb-Sweeping Day
CHN,2018-04-06,Day off (substituted from 04/08/2018)
CHN,2018-04-30,Day off (substituted from 04/28/2018)
CHN,2018-05-01,Labor Day
CHN,2018-06-18,Dragon Boat Festival
CHN,2018-09-24,Mid-Autumn Festival
CHN,2018-10-01,National Day
CHN,2018-10-02,National Day
CHN,2018-10-03,National Day
CHN,2018-10-04,Day off (substituted from 09/29/2018)
CHN,2018-10-05,Day off (substituted from 09/30/2018)
CHN,2018-12-31,Day off (substituted from 12/29/2018)
CHN,2019-01-01,New Year's Day
CHN,2019-02-04,Day off (substituted from 02/02/2019)
CHN,2019-02-05,Chinese New Year (Spring Festival)
CHN,2019-02-06,Chinese New Year (Spring Festival)
CHN,2019-02-07,Chinese New Year (Spring Festival)
CHN,2019-02-08,Day off (substituted from 02/03/2019)
CHN,2019-04-05,Tomb-Sweeping Day
CHN,2019-05-01,Labor Day
CHN,2019-06-07,Dragon Boat Festival
CHN,2019-09-13,Mid-Autumn Festival
CHN,2019-10-01,National Day
CHN,2019-10-02,National Day
CHN,2019-10-03,National Day
CHN,2019-10-04,Day off (substituted from 09/29/2019)
CHN,2019-10-07,Day off (substituted from 10/12/2019)
CHN,2020-01-01,New Year's Day
CHN,2020-01-24,Day off (substituted from 01/19/2020)
CHN,2020-01-25,Chinese New Year (Spring Festival)
CHN,2020-01-26,Chinese New Year (Spring Festival)
CHN,2020-01-27,Chinese New Year (Spring Festival)
CHN,2020-01-28,Chinese New Year (Spring Festival) (observed)
CHN,2020-01-29,Chinese New Year (Spring Festival) (observed)
CHN,2020-01-30,Chinese New Year (Spring Festival) (observed)
CHN,2020-01-31,Chinese New Year Extended Holiday
CHN,2020-02-01,Chinese New Year Extended Holiday
CHN,2020-02-02,Chinese New Year Extended Holiday
CHN,2020-04-04,Tomb-Sweeping Day
CHN,2020-04-06,Tomb-Sweeping Day (observed)
CHN,2020-05-01,Labor Day
CHN,2020-05-04,Day off (substituted from 04/26/2020)
CHN,2020-05-05,Day off (substituted from 05/09/2020)
CHN,2020-06-25,Dragon Boat Festival
CHN,2020-06-26,Day off (substituted from 06/28/2020)
CHN,2020-10-01,Mid-Autumn Festival; National Day
CHN,2020-10-02,National Day
CHN,2020-10-03,National Day
CHN,2020-10-05,National Day (observed)
CHN,2020-10-06,Mid-Autumn Festival (observed)
CHN,2020-10-07,Day off (substituted from 09/27/2020)
CHN,2020-10-08,Day off (substituted from 10/10/2020)
CHN,2021-01-01,New Year's Day
CHN,2021-02-11,Day off (substituted from 02/07/2021)
CHN,2021-02-12,Chinese New Year (Spring Festival)
CHN,2021-02-13,Chinese New Year (Spring Festival)
CHN,2021-02-14,Chinese New Year (Spring Festival)
CHN,2021-02-15,Chinese New Year (Spring Festival) (observed)
CHN,2021-02-16,Chinese New Year (Spring Festival) (observed)
CHN,2021-02-17,Day off (substituted from 02/20/2021)
CHN,2021-04-04,Tomb-Sweeping Day
CHN,2021-04-05,Tomb-Sweeping Day (observed)
CHN,2021-05-01,Labor Day
CHN,2021-05-03,Labor Day (observed)
CHN,2021-05-04,Day off (substituted from 04/25/2021)
CHN,2021-05-05,Day off (substituted from 05/08/2021)
CHN,2021-06-14,Dragon Boat Festival
CHN,2021-09-20,Day off (substituted from 09/18/2021)
CHN,2021-09-21,Mid-Autumn Festival
CHN,2021-10-01,National Day
CHN,2021-10-02,National Day
CHN,2021-10-03,National Day
CHN,2021-10-04,National Day (observed)
CHN,2021-10-05,National Day (observed)
CHN,2021-10-06,Day off (substituted from 09/26/2021)
CHN,2021-10-07,Day off (substituted from 10/09/2021)
CHN,2022-01-01,New Year's Day
CHN,2022-01-03,New Year's Day (observed)
CHN,2022-01-31,Day off (substituted from 01/29/2022)
CHN,2022-02-01,Chinese New Year (Spring Festival)
CHN,2022-02-02,Chinese New Year (Spring Festival)
CHN,2022-02-03,Chinese New Year (Spring Festival)
CHN,2022-02-04,Day off (substituted from 01/30/2022)
CHN,2022-04-04,Day off (substituted from 04/02/2022)
CHN,2022-04-05,Tomb-Sweeping Day
CHN,2022-05-01,Labor Day
CHN,2022-05-02,Labor Day (observed)
CHN,2022-05-03,Day off (substituted from 04/24/2022)
CHN,2022-05-04,Day off (substituted from 05/07/2022)
CHN,2022-06-03,Dragon Boat Festival
CHN,2022-09-10,Mid-Autumn Festival
CHN,2022-09-12,Mid-Autumn Festival (observed)
CHN,2022-10-01,National Day
CHN,2022-10-02,National Day
CHN,2022-10-03,National Day
CHN,2022-10-04,National Day (observed)
CHN,2022-10-05,National Day (observed)
CHN,2022-10-06,Day off (substituted from 10/08/2022)
CHN,2022-10-07,Day off (substituted from 10/09/2022)
CHN,2023-01-01,New Year's Day
CHN,2023-01-02,New Year's Day (observed)
CHN,2023-01-22,Chinese New Year (Spring Festival)
CHN,2023-01-23,Chinese New Year (Spring Festival)
CHN,2023-01-24,Chinese New Year (Spring Festival)
CHN,2023-01-25,Chinese New Year (Spring Festival) (observed)
CHN,2023-01-26,Day off (substituted from 01/28/2023)
CHN,2023-01-27,Day off (substituted from 01/29/2023)
CHN,2023-04-05,Tomb-Sweeping Day
CHN,2023-05-01,Labor Day
CHN,2023-05-02,Day off (substituted from 04/23/2023)
CHN,2023-05-03,Day off (substituted from 05/06/2023)
CHN,2023-06-22,Dragon Boat Festival
CHN,2023-06-23,Day off (substituted from 06/25/2023)
CHN,2023-09-29,Mid-Autumn Festival
CHN,2023-10-01,National Day
CHN,2023-10-02,National Day
CHN,2023-10-03,National Day
CHN,2023-10-04,National Day (observed)
CHN,2023-10-05,Day off (substituted from 10/07/2023)
CHN,2023-10-06,Day off (substituted from 10/08/2023)
CHN,2024-01-01,New Year's Day
CHN,2024-02-10,Chinese New Year (Spring Festival)
CHN,2024-02-11,Chinese New Year (Spring Festival)
CHN,2024-02-12,Chinese New Year (Spring Festival)
CHN,2024-02-13,Chinese New Year (Spring Festival) (observed)
CHN,2024-02-14,Chinese New Year (Spring Festival) (observed)
CHN,2024-02-15,Day off (substituted from 02/04/2024)
CHN,2024-02-16,Day off (substituted from 02/18/2024)
CHN,2024-04-04,Tomb-Sweeping Day
CHN,2024-04-05,Day off (substituted from 04/07/2024)
CHN,2024-05-01,Labor Day
CHN,2024-05-02,Day off (substituted from 04/28/2024)
CHN,2024-05-03,Day off (substituted from 05/11/2024)
CHN,2024-06-10,Dragon Boat Festival
CHN,2024-09-16,Day off (substituted from 09/14/2024)
CHN,2024-09-17,Mid-Autumn Festival
CHN,2024-10-01,National Day
CHN,2024-10-02,National Day
CHN,2024-10-03,National Day
CHN,2024-10-04,Day off (substituted from 09/29/2024)
CHN,2024-10-07,Day off (substituted from 10/12/2024)
CHN,2025-01-01,New Year's Day
CHN,2025-01-28,Chinese New Year's Eve
CHN,2025-01-29,Chinese New Year (Spring Festival)
CHN,2025-01-30,Chinese New Year (Spring Festival)
CHN,2025-01-31,Chinese New Year (Spring Festival)
CHN,2025-02-03,Day off (substituted from 01/26/2025)
CHN,2025-02-04,Day off (substituted from 02/08/2025)
CHN,2025-04-04,Tomb-Sweeping Day
CHN,2025-05-01,Labor Day
CHN,2025-05-02,Labor Day
CHN,2025-05-05,Day off (substituted from 04/27/2025)
CHN,2025-05-31,Dragon Boat Festival
CHN,2025-06-02,Dragon Boat Festival (observed)
CHN,2025-10-01,National Day
CHN,2025-10-02,National Day
CHN,2025-10-03,National Day
CHN,2025-10-06,Mid-Autumn Festival
CHN,2025-10-07,Day off (substituted from 09/28/2025)
CHN,2025-10-08,Day off (substituted from 10/11/2025)
CHN,2026-01-01,New Year's Day
CHN,2026-01-02,Day off (substituted from 01/04/2026)
CHN,2026-02-16,Chinese New Year's Eve
CHN,2026-02-17,Chinese New Year (Spring Festival)
CHN,2026-02-18,Chinese New Year (Spring Festival)
CHN,2026-02-19,Chinese New Year (Spring Festival)
CHN,2026-02-20,Day off (substituted from 02/14/2026)
CHN,2026-02-23,Day off (substituted from 02/28/2026)
CHN,2026-04-05,Tomb-Sweeping Day
CHN,2026-04-06,Tomb-Sweeping Day (observed)
CHN,2026-05-01,Labor Day
CHN,2026-05-02,Labor Day
CHN,2026-05-04,Labor Day (observed)
CHN,2026-05-05,Day off (substituted from 05/09/2026)
CHN,2026-06-19,Dragon Boat Festival
CHN,2026-09-25,Mid-Autumn Festival
CHN,2026-10-01,National Day
CHN,2026-10-02,National Day
CHN,2026-10-03,National Day
CHN,2026-10-05,National Day (observed)
CHN,2026-10-06,Day off (substituted from 09/20/2026)
CHN,2026-10-07,Day off (substituted from 10/10/2026)
CIV,2015-01-01,New Year's Day
CIV,2015-01-03,Day after Prophet's Birthday
CIV,2015-04-06,Easter Monday
CIV,2015-05-01,Labor Day
CIV,2015-05-14,Ascension Day
CIV,2015-05-25,Whit Monday
CIV,2015-07-14,Day after Night of Power
CIV,2015-07-17,Eid al-Fitr
CIV,2015-08-07,Independence Day
CIV,2015-08-15,Assumption Day
CIV,2015-09-23,Eid al-Adha
CIV,2015-11-01,All Saints' Day
CIV,2015-11-15,National Peace Day
CIV,2015-12-23,Day after Prophet's Birthday
CIV,2015-12-25,Christmas Day
CIV,2016-01-01,New Year's Day
CIV,2016-03-28,Easter Monday
CIV,2016-05-01,Labor Day
CIV,2016-05-02,Day after the Labor Day
CIV,2016-05-05,Ascension Day
CIV,2016-05-16,Whit Monday
CIV,2016-07-02,Day after Night of Power
CIV,2016-07-06,Eid al-Fitr
CIV,2016-08-07,Independence Day
CIV,2016-08-08,Day after the Independence Day
CIV,2016-08-15,Assumption Day
CIV,2016-09-11,Eid al-Adha
CIV,2016-09-12,Day after the Eid al-Adha
CIV,2016-11-01,All Saints' Day
CIV,2016-11-15,National Peace Day
CIV,2016-12-11,Day after Prophet's Birthday
CIV,2016-12-25,Christmas Day
CIV,2016-12-26,Day after the Christmas Day
CIV,2017-01-01,New Year's Day
CIV,2017-04-17,Easter Monday
CIV,2017-05-01,Labor Day
CIV,2017-05-25,Ascension Day
CIV,2017-06-05,Whit Monday
CIV,2017-06-22,Day after Night of Power
CIV,2017-06-25,Eid al-Fitr
CIV,2017-06-26,Day after the Eid al-Fitr
CIV,2017-08-07,Independence Day
CIV,2017-08-15,Assumption Day
CIV,2017-09-01,Eid al-Adha
CIV,2017-11-01,All Saints' Day
CIV,2017-11-15,National Peace Day
CIV,2017-11-30,Day after Prophet's Birthday
CIV,2017-12-25,Christmas Day
CIV,2018-01-01,New Year's Day
CIV,2018-04-02,Easter Monday
CIV,2018-05-01,Labor Day
CIV,2018-05-10,Ascension Day
CIV,2018-05-21,Whit Monday
CIV,2018-06-11,Day after Night of Power
CIV,2018-06-15,Eid al-Fitr
CIV,2018-08-07,Independence Day
CIV,2018-08-15,Assumption Day
CIV,2018-08-21,Eid al-Adha
CIV,2018-11-01,All Saints' Day
CIV,2018-11-15,National Peace Day
CIV,2018-11-20,Day after Prophet's Birthday
CIV,2018-12-25,Christmas Day
CIV,2019-01-01,New Year's Day
CIV,2019-04-22,Easter Monday
CIV,2019-05-01,Labor Day
CIV,2019-05-30,Ascension Day
CIV,2019-06-01,Day after Night of Power
CIV,2019-06-04,Eid al-Fitr
CIV,2019-06-10,Whit Monday
CIV,2019-08-07,Independence Day
CIV,2019-08-11,Eid al-Adha
CIV,2019-08-12,Day after the Eid al-Adha
CIV,2019-08-15,Assumption Day
CIV,2019-11-01,All Saints' Day
CIV,2019-11-09,Day after Prophet's Birthday
CIV,2019-11-15,National Peace Day
CIV,2019-12-25,Christmas Day
CIV,2020-01-01,New Year's Day
CIV,2020-04-13,Easter Monday
CIV,2020-05-01,Labor Day
CIV,2020-05-20,Day after Night of Power
CIV,2020-05-21,Ascension Day
CIV,2020-05-24,Eid al-Fitr
CIV,2020-05-25,Day after the Eid al-Fitr
CIV,2020-06-01,Whit Monday
CIV,2020-07-31,Eid al-Adha
CIV,2020-08-07,Independence Day
CIV,2020-08-15,Assumption Day
CIV,2020-10-29,Day after Prophet's Birthday
CIV,2020-11-01,All Saints' Day
CIV,2020-11-15,National Peace Day
CIV,2020-12-25,Christmas Day
CIV,2021-01-01,New Year's Day
CIV,2021-04-05,Easter Monday
CIV,2021-05-01,Labor Day
CIV,2021-05-09,Day after Night of Power
CIV,2021-05-13,Ascension Day; Eid al-Fitr
CIV,2021-05-24,Whit Monday
